@RELATION dam_risk_forecast_30days

@ATTRIBUTE capacity NUMERIC
@ATTRIBUTE storage NUMERIC
@ATTRIBUTE active_storage NUMERIC
@ATTRIBUTE dead_storage NUMERIC
@ATTRIBUTE volume NUMERIC
@ATTRIBUTE percent_storage NUMERIC
@ATTRIBUTE inflow NUMERIC
@ATTRIBUTE outflow NUMERIC
@ATTRIBUTE month NUMERIC
@ATTRIBUTE dam_id {100104,100105,100106,100107,100108,100201,100202,100206,100207,100208,100209,100210,100211,100301,100302,100303,100501,100502,100503,100504,100505,100514,100602,200101,200102,200103,200203,200204,200205,200212,200401,200402,200601,200603,200604}
@ATTRIBUTE dam_name {เขื่อนกระเสียว,เขื่อนกิ่วคอหมา,เขื่อนกิ่วลม,เขื่อนขุนด่านปราการชล,เขื่อนคลองสียัด,เขื่อนจุฬาภรณ์,เขื่อนทับเสลา,เขื่อนนฤบดินทรจินดา,เขื่อนน้ำพุง,เขื่อนน้ำอูน,เขื่อนบางพระ,เขื่อนบางลาง,เขื่อนประแสร์,เขื่อนปราณบุรี,เขื่อนป่าสักชลสิทธิ์,เขื่อนภูมิพล,เขื่อนมูลบน,เขื่อนรัชชประภา,เขื่อนลำตะคอง,เขื่อนลำนางรอง,เขื่อนลำปาว,เขื่อนลำพระเพลิง,เขื่อนลำแชะ,เขื่อนวชิราลงกรณ,เขื่อนศรีนครินทร์,เขื่อนสิริกิติ์,เขื่อนสิรินธร,เขื่อนหนองปลาไหล,เขื่อนห้วยหลวง,เขื่อนอุบลรัตน์,เขื่อนแก่งกระจาน,เขื่อนแควน้อยบำรุงแดน,เขื่อนแม่กวงอุดมธารา,เขื่อนแม่งัดสมบูรณ์ชล,เขื่อนแม่มอก}
@ATTRIBUTE region {ภาคกลาง,ภาคตะวันตก,ภาคตะวันออก,ภาคตะวันออกเฉียงเหนือ,ภาคเหนือ,ภาคใต้}
@ATTRIBUTE owner {กรมชลประทาน,การไฟฟ้า}
@ATTRIBUTE season {rainy,summer,winter}
@ATTRIBUTE risk_class_30d {drought,normal,flood}

@DATA
445.0000,314.4900,291.7900,22.7000,117.1400,37.2500,1.3900,0.0900,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,rainy,normal
445.0000,314.4900,291.7900,22.7000,118.9200,37.8100,2.0100,0.0900,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,rainy,normal
445.0000,314.4900,291.7900,22.7000,120.3500,38.2700,1.4200,0.0900,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,rainy,normal
445.0000,314.4900,291.7900,22.7000,120.8800,38.4400,0.8700,0.0900,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,rainy,normal
445.0000,314.4900,291.7900,22.7000,121.0500,38.4900,0.7100,0.0900,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,rainy,normal
445.0000,314.4900,291.7900,22.7000,121.7900,38.7300,0.6800,0.0900,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,rainy,normal
445.0000,314.4900,291.7900,22.7000,122.9900,39.1100,0.6700,0.1700,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,rainy,normal
445.0000,314.4900,291.7900,22.7000,122.9900,39.1100,0.7000,0.1700,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,123.1800,39.1700,0.5000,0.1100,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,123.7800,39.3600,0.3800,0.0400,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,124.5800,39.6100,0.2700,0.0400,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,123.9800,39.4200,0.4700,0.0400,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,123.9800,39.4200,0.2000,0.0400,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,123.5800,39.3000,0.5400,0.0400,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,122.7900,39.0400,0.2700,0.0400,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,124.1800,39.4900,0.3700,0.0400,10.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,125.7700,39.9900,1.0800,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,126.7600,40.3100,1.1500,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,131.1300,41.7000,4.2600,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,139.8800,44.4800,8.5800,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,146.3700,46.5400,6.9100,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,149.4900,47.5300,1.8400,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,150.6000,47.8900,1.7900,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,153.2800,48.7400,2.0200,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,153.2800,48.7400,2.0200,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,158.4000,50.3700,5.1700,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,161.7400,51.4300,4.2300,0.0100,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,163.7500,52.0700,1.4400,0.0300,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,163.5300,52.0000,1.0900,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,164.4900,52.3000,1.6900,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,165.7300,52.7000,0.8400,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.5400,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,166.9700,53.0900,1.2200,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,167.4700,53.2500,0.7100,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,167.7100,53.3300,0.6300,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.4600,53.5700,0.4000,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.9500,53.7200,0.2100,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,170.1900,54.1200,0.4000,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,171.6800,54.5900,0.3700,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.6000,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.4200,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.4500,53.8800,0.2800,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.7000,53.9600,0.2700,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,170.9300,54.3500,0.3100,0.0400,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,170.9300,54.3500,0.3900,0.0800,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,171.4300,54.5100,0.1600,0.0900,11.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.1600,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.9400,54.0400,0.2400,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,170.1900,54.1200,0.4300,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.6700,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,170.9300,54.3500,0.6200,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,170.4400,54.2000,0.2100,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,170.6900,54.2800,0.1300,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.4500,53.8800,0.1300,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.2300,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.1900,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.4500,53.8800,0.2700,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.3100,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.2800,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.7000,53.9600,0.2700,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.7000,53.6400,0.3600,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.9400,54.0400,0.2600,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.7000,53.9600,0.3600,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.7000,53.6400,0.2600,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,170.6900,54.2800,0.2700,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.9400,54.0400,0.2600,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,169.2000,53.8000,0.1800,0.0900,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,167.9600,53.4100,0.2800,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.2100,53.4900,0.1400,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.7000,53.6400,0.1700,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.4600,53.5700,0.1900,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,167.9600,53.4100,0.1700,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.4600,53.5700,0.1300,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,168.9500,53.7200,0.1300,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,167.4700,53.2500,0.2500,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,167.7100,53.3300,0.1100,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
445.0000,314.4900,291.7900,22.7000,167.4700,53.2500,0.0600,0.2600,12.0000,100207,เขื่อนลำตะคอง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,106.1800,68.5100,0.0580,0.0000,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,106.0800,68.4400,0.0580,0.0000,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,106.0800,68.4400,0.0560,0.0000,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,106.0800,68.4400,0.0580,0.0000,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,106.0800,68.4400,0.0570,0.0000,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,105.9700,68.3700,0.0570,0.0000,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,105.9700,68.3700,0.0590,0.0000,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,105.8600,68.3000,0.0320,0.0830,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,105.6400,68.1600,0.0080,0.1660,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,105.4300,68.0200,0.0080,0.1660,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,105.2100,67.8800,0.0090,0.1660,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,105.0000,67.7400,0.0080,0.1660,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,104.8900,67.6700,0.1140,0.1660,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,104.6700,67.5300,0.0070,0.1660,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,104.3500,67.3200,0.0070,0.1800,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,104.0300,67.1100,0.0070,0.1940,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,103.7000,66.9100,0.0070,0.1940,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,103.3800,66.7000,0.0070,0.1940,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,103.1600,66.5600,0.0180,0.1760,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,103.0600,66.4900,0.0180,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,103.0600,66.4900,0.0590,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,103.0600,66.4900,0.0590,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,102.9500,66.4200,0.0590,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,102.9500,66.4200,0.0590,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,102.9500,66.4200,0.0580,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,102.8400,66.3500,0.0580,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,102.8400,66.3500,0.0580,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,102.7300,66.2800,0.0580,0.0430,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,102.4100,66.0700,0.0580,0.1270,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,102.0900,65.8600,0.0580,0.2540,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.6500,65.5800,0.0580,0.2540,1.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.5500,65.5100,0.0780,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.5500,65.5100,0.0580,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.4400,65.4400,0.0580,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.4400,65.4400,0.0570,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.4400,65.4400,0.0590,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.4400,65.4400,0.0600,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.0000,65.1600,0.0600,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.0000,65.1600,0.0600,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.0000,65.1600,0.0600,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.0000,65.1600,0.0600,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.0000,65.1600,0.0600,0.1270,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.0000,65.1600,0.0600,0.1300,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,101.0000,65.1600,0.0600,0.2500,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,100.0000,64.5200,0.0600,0.2500,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,100.0000,64.5200,0.0600,0.2500,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,100.0000,64.5200,0.0600,0.2500,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,99.0000,63.8700,0.0600,0.2100,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,99.0000,63.8700,0.0200,0.1700,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,99.0000,63.8700,0.0200,0.1700,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,99.0000,63.8700,0.1300,0.1700,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,winter,normal
242.0000,155.0000,153.6000,1.4000,99.0000,63.8700,0.0200,0.1700,2.0000,100208,เขื่อนลำพระเพลิง,ภาคตะวันออกเฉียงเหนือ,กรมชลประทาน,summer,normal
