@RELATION dam_risk_forecast_30days

@ATTRIBUTE capacity NUMERIC
@ATTRIBUTE storage NUMERIC
@ATTRIBUTE active_storage NUMERIC
@ATTRIBUTE dead_storage NUMERIC
@ATTRIBUTE volume NUMERIC
@ATTRIBUTE percent_storage NUMERIC
@ATTRIBUTE inflow NUMERIC
@ATTRIBUTE outflow NUMERIC
@ATTRIBUTE month NUMERIC
@ATTRIBUTE dam_id {100104,100105,100106,100107,100108,100201,100202,100206,100207,100208,100209,100210,100211,100301,100302,100303,100501,100502,100503,100504,100505,100514,100602,200101,200102,200103,200203,200204,200205,200212,200401,200402,200601,200603,200604}
@ATTRIBUTE dam_name {เขื่อนกระเสียว,เขื่อนกิ่วคอหมา,เขื่อนกิ่วลม,เขื่อนขุนด่านปราการชล,เขื่อนคลองสียัด,เขื่อนจุฬาภรณ์,เขื่อนทับเสลา,เขื่อนนฤบดินทรจินดา,เขื่อนน้ำพุง,เขื่อนน้ำอูน,เขื่อนบางพระ,เขื่อนบางลาง,เขื่อนประแสร์,เขื่อนปราณบุรี,เขื่อนป่าสักชลสิทธิ์,เขื่อนภูมิพล,เขื่อนมูลบน,เขื่อนรัชชประภา,เขื่อนลำตะคอง,เขื่อนลำนางรอง,เขื่อนลำปาว,เขื่อนลำพระเพลิง,เขื่อนลำแชะ,เขื่อนวชิราลงกรณ,เขื่อนศรีนครินทร์,เขื่อนสิริกิติ์,เขื่อนสิรินธร,เขื่อนหนองปลาไหล,เขื่อนห้วยหลวง,เขื่อนอุบลรัตน์,เขื่อนแก่งกระจาน,เขื่อนแควน้อยบำรุงแดน,เขื่อนแม่กวงอุดมธารา,เขื่อนแม่งัดสมบูรณ์ชล,เขื่อนแม่มอก}
@ATTRIBUTE region {ภาคกลาง,ภาคตะวันตก,ภาคตะวันออก,ภาคตะวันออกเฉียงเหนือ,ภาคเหนือ,ภาคใต้}
@ATTRIBUTE owner {กรมชลประทาน,การไฟฟ้า}
@ATTRIBUTE season {rainy,summer,winter}
@ATTRIBUTE risk_class_30d {drought,normal,flood}

@DATA
295.0000,263.0000,249.0000,14.0000,210.2700,79.9500,0.1960,0.1060,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,210.3600,79.9800,0.2080,0.1070,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,210.4600,80.0200,0.1850,0.1070,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,210.5400,80.0500,0.1870,0.1080,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,210.6200,80.0800,0.1850,0.1070,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,210.7000,80.1100,0.1860,0.1080,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,210.7700,80.1400,0.2210,0.1080,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,210.8900,80.1900,0.2180,0.1060,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.0000,80.2300,0.1950,0.1060,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.0900,80.2600,0.1840,0.1060,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.1700,80.2900,0.1420,0.1080,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.2000,80.3000,0.1510,0.1060,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.2500,80.3200,0.1510,0.1060,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.2900,80.3400,0.1760,0.1080,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.3600,80.3600,0.1940,0.1050,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.4500,80.4000,0.1960,0.1060,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.5400,80.4300,0.1720,0.1050,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.6000,80.4600,0.1740,0.1070,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.6700,80.4800,0.1750,0.1070,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.7400,80.5100,0.1740,0.1070,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,211.8100,80.5300,0.0950,0.9590,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,210.9400,80.2100,0.0760,1.0720,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,209.9500,79.8300,0.0710,1.0790,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,208.9400,79.4400,0.0700,1.0780,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,207.9300,79.0600,0.0990,1.0750,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,206.9500,78.6900,0.1260,1.3080,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,205.7700,78.2400,0.1520,1.3270,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,204.6000,77.7900,0.1640,1.3310,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,203.4300,77.3500,0.2720,1.3170,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,202.3800,76.9500,0.2920,1.3170,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,201.3600,76.5600,0.2910,1.3080,1.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,200.3400,76.1800,0.2830,1.3160,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,199.3100,75.7800,0.2800,0.8680,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,198.7200,75.5600,0.2740,0.6950,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,198.3000,75.4000,0.2420,0.6580,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,197.8800,75.2400,0.3270,0.6090,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,197.6000,75.1300,0.1490,0.6570,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,197.0000,74.9000,0.1070,0.6800,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,197.0000,74.9000,0.1400,0.6760,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,196.0000,74.5200,0.1790,1.0720,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,195.0000,74.1400,0.1720,1.1310,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,194.1300,73.8200,0.1610,1.1110,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,193.1800,73.4500,0.1630,1.1030,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,192.2400,73.1000,0.1660,1.1060,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,191.3000,72.7400,0.2020,0.8600,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,190.6500,72.4900,0.1940,0.8520,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,189.9900,72.2400,0.1420,0.5180,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,189.6100,72.1000,0.1210,0.4970,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,189.2400,71.9500,0.0770,0.4910,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,188.8200,71.8000,0.2270,0.4990,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,188.5500,71.6900,0.1300,0.4970,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,winter,normal
295.0000,263.0000,249.0000,14.0000,188.1800,71.5500,0.0530,0.9740,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,187.2600,71.2000,0.1190,1.0680,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,186.3100,70.8400,0.1620,1.1120,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,185.3600,70.4800,0.1400,1.1550,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,184.3500,70.0900,0.0470,1.1660,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,183.2300,69.6700,0.1900,1.1580,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,182.2600,69.3000,0.1730,1.1880,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,181.2500,68.9100,0.0190,0.4230,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,180.8400,68.7600,0.1300,0.4970,2.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,180.4700,68.6200,0.0890,0.5120,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,180.0500,68.4600,0.1050,0.5100,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,179.6500,68.3100,0.1400,0.5070,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,179.2800,68.1700,0.1970,1.1550,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,178.3200,67.8000,0.0650,1.2120,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,177.1800,67.3700,0.1950,1.2100,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,176.1600,66.9800,0.0220,1.2070,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,174.9700,66.5300,0.0270,1.2860,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,173.7200,66.0500,0.1570,1.2010,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,172.6700,65.6500,0.1070,1.2630,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,171.5200,65.2200,0.0460,0.4690,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,171.0900,65.0500,0.0740,0.5440,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,170.6200,64.8700,0.0700,0.5400,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,170.1400,64.6900,0.0700,0.5500,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,169.6600,64.5100,0.0900,0.5700,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,169.1900,64.3300,0.0800,0.5500,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,168.0900,63.9100,0.0500,1.1600,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,167.0500,63.5200,0.1400,1.1700,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,165.9200,63.0900,0.1000,1.2300,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,165.1400,62.7900,0.4200,1.2000,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,164.2100,62.4400,0.2700,1.2000,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,163.1200,62.0200,0.0300,1.1200,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,162.2000,61.6700,0.1300,1.0500,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,161.7900,61.5200,0.0600,0.4700,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,161.4100,61.3700,0.0800,0.4600,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,161.0300,61.2300,0.0800,0.4600,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,160.6300,61.0800,0.0500,0.4600,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,160.2800,60.9400,0.1100,0.4600,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,159.1500,60.5100,0.0500,1.1800,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,158.0200,60.0800,0.1100,1.2400,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,156.9700,59.6800,0.1900,1.2400,3.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,155.9600,59.3000,0.2000,1.2100,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,154.9000,58.9000,0.1630,1.2040,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,153.8500,58.5000,0.1640,1.1640,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,152.8500,58.1200,0.0520,0.4800,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,152.4300,57.9600,0.1300,0.4660,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,152.0900,57.8300,0.0630,0.4670,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,151.6900,57.6800,0.1270,0.4710,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,151.3400,57.5400,0.1270,0.4630,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,151.0100,57.4200,0.0390,0.5430,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,150.5000,57.2300,0.1410,1.1650,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,149.4800,56.8400,0.1230,1.2150,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,148.3900,56.4200,0.1350,1.2100,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,147.3100,56.0100,0.0480,1.2070,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,146.1500,55.5700,0.1040,1.1880,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,145.0700,55.1600,0.0980,1.1380,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,144.0300,54.7600,0.0940,1.0940,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,143.0300,54.3800,0.0230,0.4600,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,142.5900,54.2200,0.0390,0.4590,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,142.1700,54.0600,0.0400,0.4600,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,141.7900,53.9100,0.0790,0.4570,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,141.4100,53.7700,0.0790,1.1540,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,140.3400,53.3600,0.0370,1.2130,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,139.1600,52.9100,0.0370,1.2120,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,137.9900,52.4700,0.0750,1.2090,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,136.8500,52.0400,0.0050,1.1980,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,135.6600,51.5800,0.0410,1.2000,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,134.5000,51.1400,0.0700,1.2460,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,133.3300,50.6900,0.0070,0.5030,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,132.8300,50.5100,0.0070,0.5190,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,132.3100,50.3100,0.0640,0.6020,4.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,131.7700,50.1000,0.0080,0.7300,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,131.0500,49.8300,0.0080,0.7480,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,130.3000,49.5500,0.0080,1.1760,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,129.1300,49.1000,0.0210,1.1970,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,127.9500,48.6500,0.0210,1.2590,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,126.6900,48.1700,0.0210,1.2180,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,125.4700,47.7100,0.0210,1.1300,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,124.3700,47.2900,0.0210,1.1170,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,123.2500,46.8600,0.0210,1.1340,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,122.1100,46.4300,0.0360,0.4560,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,121.6900,46.2700,0.1090,0.4450,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,121.3600,46.1400,0.0270,0.4460,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,120.9400,45.9800,0.1020,0.4460,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,120.6000,45.8500,0.0420,0.4460,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,120.1900,45.7000,0.1820,0.7780,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
295.0000,263.0000,249.0000,14.0000,119.6000,45.4700,0.1320,0.6530,5.0000,100104,เขื่อนแม่กวงอุดมธารา,ภาคเหนือ,กรมชลประทาน,summer,normal
